Invoice Date,Transaction Type,Order Id,Shipment Date,Order Date,Shipment Item Id,Item Description,Invoice Amount
6/5/2024,Refund,204-8012856-8474754,2024-06-05 15:58:23,6/5/2024,392106158337,Product A,-287
6/5/2024,Shipment,604-3449336-6376485,2024-06-05 15:01:36,6/5/2024,392104702687,Product A,824
6/5/2024,Shipment,404-5433274-9597727,2024-06-06 5:10:23,6/5/2024,392105968881,Product A,347
6/5/2024,Cancel,404-6682193-8132182,,,392105292340,,0
6/5/2024,Cancel,704-0814149-6097770,,,392105519843,,0
6/5/2024,Shipment,704-0814149-6097770,2024-06-05 15:55:43,6/5/2024,392073473699,Product A,1624
6/5/2024,Shipment,504-3957380-9055902,2024-06-05 14:05:13,6/5/2024,392104176048,Product A,510
6/5/2024,Refund,504-3957380-9055902,2024-06-05 14:05:13,6/5/2024,392104176048,Product A,-510
6/5/2024,Shipment,171-6849138-7419851,2024-06-05 15:59:56,6/5/2024,392105351265,Product A,545
6/5/2024,Shipment,704-5551806-4015437,2024-06-05 16:01:02,6/5/2024,392106535474,Product A,321
6/5/2024,Refund,704-5551806-4015437,2024-06-05 16:01:02,6/5/2024,392106535474,Product A,-321
6/5/2024,Shipment,171-1497340-3632724,2024-06-05 17:47:35,6/5/2024,392105794963,Product A,387
6/5/2024,Shipment,204-1655072-4299631,2024-06-05 15:36:37,6/5/2024,392104644796,Product A,270
6/5/2024,FreeReplacement,804-0067982-9599629,2024-06-05 17:04:33,6/4/2024,392105175074,Product A,0
6/5/2024,Shipment,704-9538127-7095008,2024-06-05 15:38:56,6/5/2024,392105723086,Product A,1088
6/5/2024,Shipment,604-9000227-1234042,2024-06-05 15:36:17,6/5/2024,392105781190,Product A,507
6/5/2024,Shipment,171-8560506-0036925,2024-06-05 15:36:35,6/5/2024,392098335104,Product A,1145
6/5/2024,Refund,171-8560506-0036925,2024-06-05 15:36:35,6/5/2024,392098335104,Product A,-1145
6/5/2024,Shipment,804-6481516-8157282,2024-06-05 15:36:17,6/5/2024,392105529030,Product A,2063
6/5/2024,Refund,804-6481516-8157282,2024-06-05 15:36:17,6/5/2024,392105529030,Product A,-2063
6/5/2024,Shipment,704-9674880-0691688,2024-06-05 15:39:01,6/5/2024,392624894574,Product A,1096
6/5/2024,Shipment,404-6484467-1415896,2024-06-05 15:57:16,6/5/2024,392101589731,Product A,223
6/5/2024,Shipment,704-3342880-7334633,2024-06-05 15:56:36,6/5/2024,392105911210,Product A,963
6/5/2024,Shipment,704-3342880-7334633,2024-06-05 15:56:36,6/5/2024,392104666802,Product A,1194
6/5/2024,Shipment,704-7903930-0278505,2024-06-06 0:36:59,6/5/2024,392669903830,Product A,1145
6/5/2024,Refund,704-7903930-0278505,2024-06-06 0:36:59,6/5/2024,392669903830,Product A,-1145
6/5/2024,Shipment,404-6682193-8132182,2024-06-05 15:49:02,6/5/2024,392106395316,Product A,827
6/5/2024,Shipment,804-7082972-2672020,2024-06-05 23:04:13,6/5/2024,392105675028,Product A,325
6/5/2024,Shipment,171-4028171-5276012,2024-06-05 20:45:41,6/3/2024,392632417905,Product A,587
6/5/2024,Shipment,304-2055332-9570129,2024-06-05 15:38:21,6/5/2024,392645041698,Product A,799
6/5/2024,Shipment,504-9055562-0372017,2024-06-06 0:00:47,6/5/2024,392105493188,Product A,594
6/5/2024,Shipment,604-1991720-1278716,2024-06-05 21:52:38,6/5/2024,392087545171,Product A,573
6/5/2024,Shipment,304-3201631-4293190,2024-06-05 15:49:16,6/5/2024,392105008192,Product A,1189
6/5/2024,Shipment,804-6467030-3472056,2024-06-05 15:56:07,6/5/2024,392669792461,Product A,1673.6
6/5/2024,Shipment,804-6467030-3472056,2024-06-05 15:56:07,6/5/2024,392106754661,Product A,1255
6/5/2024,Cancel,804-8259532-1536105,,,392106072039,,0
6/5/2024,Shipment,804-8259532-1536105,2024-06-05 15:38:34,6/5/2024,392106040322,Product A,1310
6/5/2024,Shipment,304-2156022-3057659,2024-06-05 15:39:01,6/5/2024,392107001573,Product A,1761
6/5/2024,Shipment,304-2121423-8493544,2024-06-05 16:35:39,6/5/2024,392066088066,Product A,1649
6/5/2024,Shipment,504-2630308-5672257,2024-06-06 16:26:36,6/3/2024,392670711470,Product A,994
6/5/2024,Refund,504-2630308-5672257,2024-06-06 16:26:36,6/3/2024,392670711470,Product A,-994
6/5/2024,Shipment,804-3917337-8376245,2024-06-05 15:36:18,6/5/2024,392106652991,Product A,652.7
6/5/2024,Cancel,171-0113245-3070721,,,392106924111,,0
6/5/2024,Shipment,171-0113245-3070721,2024-06-05 20:24:42,6/5/2024,392106645614,Product A,493
6/5/2024,Shipment,804-0307706-0391876,2024-06-05 15:37:56,6/5/2024,392104902884,Product A,639.19
6/5/2024,Shipment,804-0307706-0391876,2024-06-05 15:37:56,6/5/2024,392105803036,Product A,658.76
6/5/2024,Shipment,304-3807186-8578783,2024-06-07 15:17:18,6/5/2024,392630959206,Product A,705
6/5/2024,Shipment,204-7753370-3638440,2024-06-05 15:57:56,6/5/2024,392107163122,Product A,363
6/5/2024,Shipment,204-9340357-8051120,2024-06-05 16:00:04,6/5/2024,392642544798,Product A,2653
6/5/2024,Shipment,204-5692521-6370178,2024-06-05 20:01:24,6/5/2024,392091122830,Product A,493
6/5/2024,Shipment,704-5535501-6113345,2024-06-05 16:31:12,6/5/2024,392105395476,Product A,664
6/5/2024,Refund,704-5535501-6113345,2024-06-05 16:31:12,6/5/2024,392105395476,Product A,-664
6/5/2024,Shipment,171-1619337-1497999,2024-06-05 15:59:16,6/5/2024,392106501793,Product A,217
6/5/2024,Shipment,504-0009215-2519442,2024-06-05 15:58:36,6/5/2024,392106404806,Product A,350
6/5/2024,Shipment,171-1131645-8070107,2024-06-05 15:39:02,6/5/2024,392669932443,Product A,759
6/5/2024,Shipment,604-0840037-3374983,2024-06-05 22:12:38,6/5/2024,392107189896,Product A,383.35
6/5/2024,Refund,604-0840037-3374983,2024-06-05 22:12:38,6/5/2024,392107189896,Product A,-383.35
6/5/2024,Shipment,304-8985031-9093548,2024-06-05 21:37:39,6/3/2024,392106770953,Product A,1235
6/5/2024,FreeReplacement,804-5104311-4113130,2024-06-05 15:52:32,6/5/2024,392090960574,Product A,0
6/5/2024,Shipment,204-9257004-2130239,2024-06-05 15:59:17,6/5/2024,392670467447,Product A,652
6/5/2024,Shipment,804-1994347-2357489,2024-06-05 16:55:16,6/5/2024,392669737598,Product A,739
6/5/2024,Shipment,304-5275279-1538833,2024-06-05 17:41:14,6/5/2024,392107153230,Product A,1211
6/5/2024,Shipment,404-0179850-9074152,2024-06-05 15:10:38,6/5/2024,392089154165,Product A,347
6/5/2024,Shipment,504-6079322-0676283,2024-06-07 3:02:39,6/5/2024,392106602316,Product A,387
6/5/2024,FreeReplacement,804-1952979-9517548,2024-06-05 16:20:19,6/5/2024,392106080974,Product A,0
6/5/2024,Cancel,704-0720183-5393334,,,392107101855,,0
6/5/2024,Shipment,404-7591823-2332721,2024-06-05 17:42:22,6/5/2024,392671596959,Product A,1029.35
6/5/2024,Shipment,804-6043419-5011646,2024-06-05 15:36:17,6/5/2024,392670591124,Product A,2420
6/5/2024,Shipment,404-6446910-9291465,2024-06-05 15:36:38,6/5/2024,392079164685,Product A,562
6/5/2024,Shipment,704-0720183-5393334,2024-06-05 15:10:18,6/5/2024,392106969549,Product A,451
6/5/2024,Shipment,404-7591823-2332721,2024-06-05 17:42:46,6/5/2024,392647191585,Product A,1029.35
6/5/2024,Shipment,304-7037410-9234417,2024-06-05 22:32:41,6/4/2024,392626192320,Product A,824
6/5/2024,Shipment,804-7647005-3251781,2024-06-05 15:57:49,6/5/2024,392670707643,Product A,609
6/5/2024,Shipment,504-6844672-9393767,2024-06-05 15:15:12,6/5/2024,392670885885,Product A,366
6/5/2024,Shipment,204-9275103-3432328,2024-06-05 22:27:47,6/4/2024,392072380056,Product A,748
6/5/2024,Shipment,404-9211694-5438007,2024-06-05 14:50:35,6/5/2024,392106625807,Product A,409
6/5/2024,Refund,404-9211694-5438007,2024-06-05 14:50:35,6/5/2024,392106625807,Product A,-409
6/5/2024,Shipment,171-4923020-1636590,2024-06-05 15:51:18,6/5/2024,392640025946,Product A,681
6/5/2024,Shipment,304-2116774-8013137,2024-06-05 15:49:40,6/5/2024,392630959879,Product A,507
6/5/2024,Shipment,704-1892985-4274584,2024-06-05 15:39:01,6/5/2024,392670514638,Product A,1615
6/5/2024,Shipment,204-7412025-5430224,2024-06-05 19:45:45,6/3/2024,392670801833,Product A,1370
6/5/2024,Cancel,404-9434493-6678360,,,392670262466,,0
6/5/2024,Shipment,404-9434493-6678360,2024-06-06 15:38:56,6/5/2024,392670262466,Product A,705
6/5/2024,Refund,404-9434493-6678360,2024-06-06 15:38:56,6/5/2024,392670262466,Product A,-705
6/5/2024,Shipment,171-2325608-5597399,2024-06-05 16:51:11,6/5/2024,392672064426,Product A,581.39
6/5/2024,Shipment,804-0512529-1597923,2024-06-05 17:45:39,6/5/2024,392671395986,Product A,1193
6/5/2024,Shipment,804-8207295-0270153,2024-06-07 13:55:49,6/3/2024,392624247263,Product A,1211
6/5/2024,Shipment,804-6186074-1030686,2024-06-05 22:36:39,6/5/2024,392671289032,Product A,327
6/5/2024,Shipment,604-9037177-3519850,2024-06-05 18:35:24,6/5/2024,392082724924,Product A,762
6/5/2024,Shipment,204-2541289-6059989,2024-06-05 19:32:14,6/5/2024,392067434212,Product A,375
6/5/2024,Shipment,804-7472369-7032148,2024-06-06 0:35:17,6/5/2024,392671331807,Product A,1279
6/5/2024,Shipment,204-7538473-5574935,2024-06-05 17:52:38,6/5/2024,392107406432,Product A,383
6/5/2024,Shipment,304-0107390-8759997,2024-06-05 22:12:40,6/5/2024,392671984547,Product A,591.59
6/5/2024,Cancel,304-0107390-8759997,,,392671984548,,0
6/5/2024,Shipment,304-0107390-8759997,2024-06-05 19:24:38,6/5/2024,392105893879,Product A,391.85
6/5/2024,Shipment,304-5071988-9532104,2024-06-05 19:45:37,6/4/2024,392671429298,Product A,383
6/5/2024,Shipment,704-8928286-5253609,2024-06-05 20:27:15,6/5/2024,392071893236,Product A,510
6/5/2024,Refund,704-8928286-5253609,2024-06-05 20:27:15,6/5/2024,392071893236,Product A,-510
6/5/2024,Cancel,804-4727014-1036992,,,392658147589,,0
6/5/2024,Shipment,171-1954709-6691893,2024-06-05 20:04:28,6/4/2024,392672060947,Product A,596
6/5/2024,Shipment,504-5459675-0555503,2024-06-05 17:19:12,6/5/2024,392671730081,Product A,739
6/5/2024,Shipment,704-3271828-2695282,2024-06-10 1:04:14,6/2/2024,392107484955,Product A,594
6/5/2024,Shipment,604-8033625-1072217,2024-06-05 22:30:16,6/4/2024,392672328371,Product A,632
6/5/2024,Shipment,404-4597541-3253016,2024-06-05 23:05:26,6/3/2024,392671517762,Product A,692
6/5/2024,Shipment,704-1394407-1555300,2024-06-06 13:31:50,6/5/2024,392077113052,Product A,1007
6/5/2024,Cancel,704-8943551-5434604,,,392670859431,,0
6/5/2024,Shipment,704-8943551-5434604,2024-06-08 15:39:57,6/5/2024,392673354518,Product A,2420
6/5/2024,Shipment,204-6751934-1653297,2024-06-06 14:22:47,6/4/2024,392673353316,Product A,347
6/5/2024,Shipment,204-5930192-1617352,2024-06-05 17:39:34,6/5/2024,392671860317,Product A,594
6/5/2024,Shipment,704-4902892-3355193,2024-06-09 1:22:14,6/5/2024,392672697692,Product A,647
6/5/2024,Shipment,804-9719555-7032731,2024-06-05 21:32:26,6/5/2024,392086249758,Product A,705
6/5/2024,Shipment,604-6570282-4311866,2024-06-05 21:25:38,6/5/2024,392673433770,Product A,762
6/5/2024,Shipment,404-0865803-4597358,2024-06-05 21:02:48,6/5/2024,392099010747,Product A,558
6/5/2024,Shipment,804-8554300-0591220,2024-06-05 17:29:32,6/5/2024,392675746408,Product A,762
6/5/2024,Shipment,304-6535971-6693777,2024-06-05 21:55:38,6/5/2024,392673517051,Product A,451
6/5/2024,Shipment,404-0666092-2615879,2024-06-05 21:00:16,6/5/2024,392671798075,Product A,970
6/5/2024,Shipment,804-2230191-1619227,2024-06-05 17:41:09,6/5/2024,392643853990,Product A,549
6/5/2024,Refund,804-2230191-1619227,2024-06-05 17:41:09,6/5/2024,392643853990,Product A,-549
6/5/2024,Shipment,804-5427148-5174937,2024-06-08 18:14:46,6/5/2024,392654282914,Product A,1224
6/5/2024,Refund,804-5427148-5174937,2024-06-08 18:14:46,6/5/2024,392654282914,Product A,-1224
6/5/2024,Shipment,604-1477843-7255510,2024-06-05 22:54:36,6/5/2024,392673458718,Product A,391
6/5/2024,Shipment,804-5476404-7659137,2024-06-05 19:50:15,6/5/2024,392074324988,Product A,1211
6/5/2024,Shipment,604-6683050-9099067,2024-06-05 22:02:35,6/5/2024,392625383625,Product A,375
6/5/2024,Shipment,604-8598615-8076015,2024-06-05 20:10:38,6/5/2024,392673843804,Product A,594
6/5/2024,Shipment,504-4992330-8670326,2024-06-05 19:14:34,6/5/2024,392640389585,Product A,347
6/5/2024,Shipment,404-6024270-8113167,2024-06-05 21:14:12,6/5/2024,392675040513,Product A,1400.8
6/5/2024,Shipment,204-2063786-6459304,2024-06-05 21:57:39,6/5/2024,392674669264,Product A,451
6/5/2024,Shipment,204-0683694-3391848,2024-06-08 11:29:37,6/5/2024,392093428363,Product A,808
6/5/2024,Shipment,404-8266767-6457648,2024-06-05 19:35:15,6/5/2024,392644052260,Product A,1360
6/5/2024,Refund,404-8266767-6457648,2024-06-05 19:35:15,6/5/2024,392644052260,Product A,-1360
6/5/2024,Cancel,304-2773469-2655513,,,392674982169,,0
6/5/2024,Shipment,304-2773469-2655513,2024-06-06 13:17:14,6/5/2024,392674982169,Product A,347
6/5/2024,Shipment,504-4767132-3238651,2024-06-05 21:21:34,6/5/2024,392674772069,Product A,549
6/5/2024,Cancel,204-9237110-7636335,,,392673405816,,0
6/5/2024,Shipment,704-7819914-3199005,2024-06-07 22:49:17,6/5/2024,392673980715,Product A,387
6/5/2024,Shipment,204-9237110-7636335,2024-06-07 16:02:26,6/5/2024,392674716795,Product A,2653
6/5/2024,Shipment,604-8744747-9638893,2024-06-06 4:06:13,6/5/2024,392625870175,Product A,594
6/5/2024,Cancel,704-6031156-4255756,,,392674026780,,0
6/5/2024,Shipment,704-6031156-4255756,2024-06-08 15:33:59,6/5/2024,392674530957,Product A,630
6/5/2024,Shipment,304-5568529-7657834,2024-06-09 15:43:18,6/5/2024,392675802758,Product A,889
6/5/2024,Refund,304-5568529-7657834,2024-06-09 15:43:18,6/5/2024,392675802758,Product A,-889
6/5/2024,Shipment,404-8851988-3499897,2024-06-06 8:29:40,6/5/2024,392673754437,Product A,618
6/5/2024,Shipment,804-3231220-6678724,2024-06-05 19:14:13,6/5/2024,392673968755,Product A,409
6/5/2024,Shipment,604-3894141-6293146,2024-06-05 22:57:19,6/5/2024,392648038007,Product A,867
6/5/2024,Shipment,304-5185169-4153202,2024-06-05 20:54:38,6/5/2024,392638399114,Product A,326
6/5/2024,Shipment,404-6722949-5259954,2024-06-06 0:37:15,6/5/2024,392107914480,Product A,664
6/5/2024,Shipment,704-2447226-3415026,2024-06-05 21:27:40,6/5/2024,392674620932,Product A,347
6/5/2024,Shipment,504-9102399-1591819,2024-06-05 23:42:47,6/4/2024,392675730479,Product A,347
6/5/2024,Shipment,804-5522178-3274585,2024-06-05 20:55:38,6/5/2024,392675054644,Product A,1142
6/5/2024,Shipment,504-3634795-8630685,2024-06-08 15:40:03,6/5/2024,392676377265,Product A,1476
6/5/2024,Shipment,404-0877132-9576439,2024-06-05 23:30:44,6/5/2024,392675040275,Product A,1142
6/5/2024,Shipment,304-0812297-2259776,2024-06-05 23:44:19,6/5/2024,392674948059,Product A,493
6/5/2024,Shipment,204-4407892-1297542,2024-06-05 20:22:16,6/5/2024,392675718750,Product A,347
6/5/2024,Shipment,704-6678620-6634605,2024-06-05 22:27:35,6/5/2024,392642049317,Product A,347
6/5/2024,Refund,704-6678620-6634605,2024-06-05 22:27:35,6/5/2024,392642049317,Product A,-347
6/5/2024,Cancel,504-9678528-1074516,,,393103258984,,0
6/5/2024,Cancel,504-9678528-1074516,,,392675885698,,0
6/5/2024,Cancel,504-9678528-1074516,,,392676557676,,0
6/5/2024,Cancel,504-9678528-1074516,,,392076129517,,0
6/5/2024,Cancel,504-9678528-1074516,,,392673929769,,0
6/5/2024,Cancel,504-9678528-1074516,,,392096699060,,0
6/5/2024,Shipment,804-6217290-7476410,2024-06-05 20:11:12,6/5/2024,392675392875,Product A,664
6/5/2024,Shipment,404-7584972-7272889,2024-06-06 9:51:46,6/4/2024,392675878700,Product A,1079
6/5/2024,Shipment,404-9239032-5376807,2024-06-06 2:56:11,6/5/2024,392674567259,Product A,497
6/5/2024,Shipment,404-2931696-8176863,2024-06-06 16:02:45,5/30/2024,392074487544,Product A,935
6/5/2024,Shipment,504-9678528-1074516,2024-06-06 15:40:30,6/5/2024,392108200813,Product A,1993
6/5/2024,Shipment,504-9678528-1074516,2024-06-06 15:40:30,6/5/2024,392108203016,Product A,1617
6/5/2024,Shipment,504-5755746-1219620,2024-06-08 0:47:44,6/4/2024,392674967099,Product A,510
6/5/2024,Shipment,171-9264731-4297599,2024-06-06 15:40:22,6/5/2024,392636934819,Product A,1370
6/5/2024,Shipment,804-4597295-9274737,2024-06-06 16:01:59,6/5/2024,392632422502,Product A,1099
6/5/2024,Refund,804-4597295-9274737,2024-06-06 16:01:59,6/5/2024,392632422502,Product A,-1099
6/5/2024,Shipment,404-6200795-2532325,2024-06-06 15:37:18,6/5/2024,392088996088,Product A,652.7
6/5/2024,Shipment,504-1371701-5591098,2024-06-05 21:52:10,6/5/2024,393081417432,Product A,1279
6/5/2024,Shipment,304-8696555-6253205,2024-06-06 15:59:18,6/5/2024,393106693312,Product A,333
6/5/2024,Cancel,804-5954558-5511620,,,392108236847,,0
6/5/2024,Shipment,504-8051987-6078369,2024-06-05 20:15:16,6/5/2024,392676282438,Product A,675
6/5/2024,Refund,504-8051987-6078369,2024-06-05 20:15:16,6/5/2024,392676282438,Product A,-675
6/5/2024,Cancel,171-8325404-5434827,,,393082876275,,0
6/5/2024,Shipment,171-8325404-5434827,2024-06-06 15:40:27,6/5/2024,393082876275,Product A,1352
6/5/2024,Shipment,304-5555578-4293592,2024-06-06 1:29:20,6/5/2024,392676238875,Product A,493
6/5/2024,Shipment,204-2717797-9178993,2024-06-06 22:32:38,6/5/2024,393097119557,Product A,2337
6/5/2024,Shipment,204-3884794-2438486,2024-06-05 20:34:23,6/5/2024,392675666632,Product A,710
6/5/2024,Cancel,404-1796224-7095619,,,392676035183,,0
6/5/2024,Shipment,171-5024473-7178168,2024-06-06 15:41:42,6/5/2024,393116285662,Product A,2335.8
6/5/2024,Shipment,404-3232927-2274561,2024-06-06 15:38:22,6/5/2024,392676219830,Product A,1145
6/5/2024,Shipment,404-5470515-4570906,2024-06-09 15:09:57,6/5/2024,392676532843,Product A,1211
6/5/2024,Shipment,604-1486617-2172051,2024-06-21 15:08:58,6/5/2024,393115115413,Product A,1255
6/5/2024,Shipment,604-8965405-5313176,2024-06-06 0:39:38,6/5/2024,392664532653,Product A,823
6/5/2024,Shipment,604-8000645-2319810,2024-06-06 3:42:59,6/5/2024,392108361298,Product A,752
6/5/2024,Shipment,304-3068646-1419230,2024-06-06 15:41:19,6/5/2024,392627007093,Product A,441
6/5/2024,Shipment,804-2166550-5557000,2024-06-06 15:38:22,6/5/2024,393116016445,Product A,555
6/5/2024,Cancel,304-0395139-4693313,,,393115816080,,0
6/5/2024,Shipment,304-0395139-4693313,2024-06-10 15:53:30,6/5/2024,393115816080,Product A,1096
6/5/2024,Shipment,171-2989870-6615069,2024-06-06 15:37:17,6/5/2024,392676593551,Product A,1374
6/5/2024,Cancel,204-3788295-5397175,,,392676510828,,0
6/5/2024,Shipment,804-1265235-1132316,2024-06-06 15:41:18,6/5/2024,392677214238,Product A,1428
6/5/2024,Cancel,804-3027611-9234853,,,393088035618,,0
6/5/2024,Shipment,204-5484531-4199292,2024-06-07 14:16:12,6/5/2024,393116361118,Product A,1211
6/5/2024,Shipment,804-1686668-4032735,2024-06-05 23:04:14,6/5/2024,392108420818,Product A,676
6/5/2024,Shipment,304-4516753-1557078,2024-06-06 0:32:40,6/5/2024,392079979805,Product A,1235
6/5/2024,Shipment,804-3708377-3451597,2024-06-05 21:48:26,6/5/2024,393084988689,Product A,375
6/5/2024,Shipment,204-0217121-7432919,2024-06-06 1:47:37,6/5/2024,392108437971,Product A,366
6/5/2024,Shipment,404-4237184-2117545,2024-06-06 16:00:24,6/5/2024,393114485825,Product A,1326
6/5/2024,Refund,404-4237184-2117545,2024-06-06 16:00:24,6/5/2024,393114485825,Product A,-1326
6/5/2024,Shipment,171-8876538-9274522,2024-06-06 3:30:14,6/5/2024,393115671862,Product A,751.4
6/5/2024,Cancel,804-7689875-4595036,,,392676666102,,0
6/5/2024,Shipment,404-3960318-3632140,2024-06-06 11:20:43,6/4/2024,392676983782,Product A,347
6/5/2024,Shipment,504-1177757-0678193,2024-06-05 23:04:20,6/4/2024,393116493739,Product A,676
6/5/2024,Cancel,204-8445257-1217343,,,392108474021,,0
6/5/2024,Shipment,604-3481044-2674190,2024-06-06 15:37:04,6/5/2024,392097512428,Product A,433
6/5/2024,Shipment,404-0345560-8415205,2024-06-06 2:42:39,6/5/2024,392677325761,Product A,618
6/5/2024,Refund,404-0345560-8415205,2024-06-06 2:42:39,6/5/2024,392677325761,Product A,-618
6/5/2024,Shipment,204-0910216-0457246,2024-06-10 15:52:38,6/5/2024,392076131411,Product A,1360
6/5/2024,Shipment,204-8004507-2532112,2024-06-07 15:31:01,6/5/2024,392108504830,Product A,787
6/5/2024,Shipment,704-2522132-1359107,2024-06-07 10:55:39,6/5/2024,393115383159,Product A,824
6/5/2024,Shipment,704-9652840-8657434,2024-06-06 1:59:37,6/5/2024,393115683156,Product A,366
6/5/2024,Shipment,404-7699767-2611619,2024-06-11 4:17:36,6/5/2024,392676691850,Product A,375
6/5/2024,Shipment,704-0289884-2338095,2024-06-07 15:35:05,6/5/2024,392628851816,Product A,1224
6/5/2024,Shipment,804-7120998-4330076,2024-06-06 0:31:37,6/5/2024,393115429912,Product A,594
6/5/2024,Shipment,704-9256146-4330823,2024-06-06 2:36:10,6/3/2024,393111491550,Product A,402
6/5/2024,Shipment,504-9922426-5099608,2024-06-05 20:57:14,6/4/2024,392079170120,Product A,338
6/5/2024,Shipment,171-8054116-8591048,2024-06-06 15:39:58,6/5/2024,392677483376,Product A,465
6/5/2024,Shipment,704-6457752-8030269,2024-06-06 15:40:37,6/5/2024,393116721603,Product A,1352
6/5/2024,Shipment,704-9320391-9099028,2024-06-06 4:04:14,6/3/2024,393115868150,Product A,1317
6/5/2024,Shipment,171-0219794-7011427,2024-06-06 2:39:15,6/2/2024,392677486265,Product A,799
6/5/2024,Cancel,604-9698747-8611660,,,393088198588,,0
6/5/2024,Shipment,604-9698747-8611660,2024-06-05 22:02:37,6/5/2024,393088198588,Product A,884
6/5/2024,Shipment,304-3637276-8293736,2024-06-06 4:26:10,6/5/2024,392085100376,Product A,684
6/5/2024,Refund,304-3637276-8293736,2024-06-06 4:26:10,6/5/2024,392085100376,Product A,-684
6/5/2024,Shipment,304-2153237-9076837,2024-06-08 9:23:03,6/5/2024,392108625561,Product A,409
6/5/2024,Shipment,404-2957282-5653035,2024-06-06 15:38:22,6/5/2024,392066937115,Product A,1258
6/5/2024,Shipment,404-5688765-3299442,2024-06-06 0:46:13,6/5/2024,392656493210,Product A,672
6/5/2024,Shipment,204-3788295-5397175,2024-06-06 15:40:03,6/5/2024,392108656602,Product A,705
6/5/2024,Refund,204-3788295-5397175,2024-06-06 15:40:03,6/5/2024,392108656602,Product A,-705
6/5/2024,Cancel,404-5506148-7451727,,,392086073577,,0
6/5/2024,Shipment,171-2316638-1491437,2024-06-06 12:20:40,6/4/2024,393115665349,Product A,902.7
6/5/2024,Refund,171-2316638-1491437,2024-06-06 12:20:40,6/4/2024,393115665349,Product A,-902.7
6/5/2024,Cancel,504-1855987-2030224,,,393116185280,,0
6/5/2024,Shipment,171-8536625-4495400,2024-06-06 9:14:14,6/5/2024,393093249154,Product A,524
6/5/2024,Shipment,604-4857890-6638222,2024-06-06 15:59:02,6/5/2024,392108728584,Product A,294
6/5/2024,Refund,604-4857890-6638222,2024-06-06 15:59:02,6/5/2024,392108728584,Product A,-294
6/5/2024,Shipment,704-4537560-2576428,2024-06-06 2:47:12,6/5/2024,393116034048,Product A,1993
6/5/2024,Shipment,304-5983594-9255319,2024-06-06 14:02:13,6/5/2024,392677644466,Product A,884
6/5/2024,Refund,304-5983594-9255319,2024-06-06 14:02:13,6/5/2024,392677644466,Product A,-884
6/5/2024,Shipment,171-0610621-3591276,2024-06-06 1:52:45,6/5/2024,393117297794,Product A,347
6/5/2024,Shipment,704-3622635-4251943,2024-06-07 20:34:49,6/5/2024,393116083337,Product A,347
6/5/2024,Cancel,604-2257661-3159934,,,392677694947,,0
6/5/2024,Shipment,604-2257661-3159934,2024-06-06 15:59:04,6/5/2024,392677694947,Product A,321
6/5/2024,Shipment,804-1180239-6313744,2024-06-06 15:57:42,6/5/2024,393117926703,Product A,321
6/5/2024,Shipment,504-0308960-4470508,2024-06-06 15:57:42,6/5/2024,392656149430,Product A,383
6/5/2024,FreeReplacement,804-5397526-9674987,2024-06-06 16:02:35,6/5/2024,393117926707,Product A,0
6/5/2024,Shipment,804-8384760-2372044,2024-06-06 19:15:35,6/4/2024,393116020337,Product A,321
6/5/2024,Shipment,504-1945927-3411084,2024-06-06 3:05:42,6/5/2024,393117077944,Product A,383
6/5/2024,Shipment,504-5102218-4491485,2024-06-06 0:19:40,6/5/2024,392677757913,Product A,676
6/5/2024,FreeReplacement,804-0037279-4576837,2024-06-06 13:55:13,6/5/2024,392641889289,Product A,0
6/5/2024,Shipment,204-3840319-0238473,2024-06-06 3:45:37,6/5/2024,393116138995,Product A,630
6/5/2024,Shipment,704-1676502-5251994,2024-06-06 16:03:42,6/5/2024,393116653385,Product A,676
6/5/2024,Shipment,304-5125719-2070533,2024-06-06 16:01:45,6/5/2024,393118703148,Product A,408
6/5/2024,Shipment,304-1374641-2434266,2024-06-06 4:20:39,6/4/2024,392652156332,Product A,824
6/5/2024,Refund,304-1374641-2434266,2024-06-06 4:20:39,6/4/2024,392652156332,Product A,-824
6/5/2024,FreeReplacement,804-8881375-2030220,2024-06-07 0:59:10,6/5/2024,392067764895,Product A,0
6/5/2024,Shipment,404-0291267-7478378,2024-06-06 13:34:20,6/5/2024,392108861597,Product A,664
6/5/2024,Shipment,171-1199331-6053425,2024-06-06 15:40:06,6/5/2024,392071573889,Product A,694
6/5/2024,Shipment,804-5895618-9295883,2024-06-06 15:38:23,6/5/2024,393116571564,Product A,1300.8
6/5/2024,Shipment,304-5632207-1336904,2024-06-06 16:22:37,6/5/2024,393097122508,Product A,594
6/5/2024,Shipment,604-8226165-4453425,2024-06-06 15:36:39,6/5/2024,392623281585,Product A,2063
6/5/2024,Shipment,171-5255568-5334294,2024-06-06 0:18:02,6/5/2024,393116470030,Product A,616
6/5/2024,Refund,171-5255568-5334294,2024-06-06 0:18:02,6/5/2024,393116470030,Product A,-616
6/5/2024,Shipment,404-9289890-8117967,2024-06-06 15:39:57,6/5/2024,392677879309,Product A,1211
6/5/2024,Shipment,604-5951287-8574775,2024-06-06 16:00:00,6/5/2024,393116988765,Product A,563
6/5/2024,Shipment,804-3968891-4397728,2024-06-06 15:09:14,6/5/2024,392655806034,Product A,1360
6/5/2024,Cancel,204-7100810-0597174,,,393117384455,,0
6/5/2024,Shipment,704-1760748-1619282,2024-06-06 3:57:39,6/5/2024,393083819874,Product A,664
